#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
342500,1369.9999999952513,-3626337.5698844194,-3088593.3719151933,300.48067561626624,50.4,4:06:44
345000,1379.9999999950148,-3627823.4096699134,-3088964.726607167,301.10342754019166,50.4,4:06:27
347500,1389.9999999947784,-3631743.86989478,-3093142.0571924387,300.9598935332573,50.4,4:06:10
350000,1399.999999994542,-3628918.135612309,-3090556.2976893727,300.8258004382154,50.4,4:05:54
352500,1409.9999999943054,-3630671.190929292,-3091758.2601331915,301.1337400858788,50.4,4:05:37
355000,1419.999999994069,-3630821.777241299,-3092107.6957485545,301.02262708225373,50.4,4:05:19
357500,1429.9999999938325,-3627433.0444344636,-3086655.6604546374,302.1755591411405,50.4,4:05:02
360000,1439.999999993596,-3630266.276925763,-3092719.0972923767,300.3705857205768,50.4,4:04:46
362500,1449.9999999933596,-3626632.216240952,-3086188.916177253,301.9888797474633,50.4,4:04:28
365000,1459.999999993123,-3626941.821727477,-3088553.730697681,300.8404701479324,50.4,4:04:12
367500,1469.9999999928866,-3628265.5834401213,-3090528.4503789376,300.4767278873091,50.4,4:03:56
370000,1479.9999999926501,-3627128.5693953168,-3087425.3837386854,301.57531865669023,50.4,4:03:39
